shortName,shortName,longName,fastaName,gffName,gff3Name,gc,numGeneGff3,numExonGff3,exonDensityGff3,numIntronGff3,intronDensityGff3,numGeneGff,numExonGff,exonDensityGff,numIntronGff,intronDensityGff,rnaSeqCount,ES
Pisti1,Pisti1,Pisolithus tinctorius Marx 270 v1.0,Pisti1_AssemblyScaffolds.fasta.gz,Pisti1_GeneCatalog_genes_20120410.gff.gz,Pisti1.filtered_proteins.FilteredModels1.gff3.gz,48.9,22701.0,93250.0,4.10774855733,70519.0,3.11,22701.0,93250.0,4.10774855733,70549.0,3.11,2,pass
Plecu1,Plecu1,Plectosphaerella cucumerina DS2psM2a2 v1.0,Plecu1_AssemblyScaffolds.fasta.gz,Plecu1_GeneCatalog_genes_20150512.gff.gz,,57.3,,,,,,14254.0,36669.0,2.57254104111,22415.0,1.57,0,pass
PleosPC15_2,PleosPC15_2,Pleurotus ostreatus PC15 v2.0,PleosPC15_2_Assembly_scaffolds.fasta.gz,,PleosPC15_2.filtered_proteins.FilteredModels1.gff3.gz,50.9,12330.0,75035.0,6.08556366586,62704.0,5.09,,,,,,2,pass
PleosPC9_1,PleosPC9_1,Pleurotus ostreatus PC9 v1.0,PleosPC9_1_Assembly_scaffolds.fasta.gz,,PleosPC9_1.filtered_proteins.Filteredmodels2.gff3.gz,50.9,12206.0,74225.0,6.08102572505,62015.0,5.08,,,,,,2,pass
Plesi1,Plesi1,Pleomassaria siparia v1.0,Plesi1_AssemblyScaffolds.fasta.gz,Plesi1_GeneCatalog_genes_20130603.gff.gz,Plesi1.filtered_proteins.FilteredModels1.gff3.gz,47.4,9079.0,25744.0,2.8355545765,16665.0,1.84,13486.0,37895.0,2.80995106036,24409.0,1.81,0,pass
Plicr1,Plicr1,Plicaturopsis crispa v1.0,Plicr1_AssemblyScaffolds.fasta.gz,Plicr1_GeneCatalog_genes_20111115.gff.gz,Plicr1.filtered_proteins.FilteredModels1.gff3.gz,53.7,13626.0,79621.0,5.84331425216,65978.0,4.84,13626.0,79621.0,5.84331425216,65995.0,4.84,0,pass
Pneji1,Pneji1,Pneumocystis jirovecii,Pneji1_AssemblyScaffolds.fasta.gz,Pneji1_GeneCatalog_genes_20130607.gff.gz,Pneji1.filtered_proteins.ExternalModels.gff3.gz,28.4,3520.0,20191.0,5.73607954545,16671.0,4.74,3520.0,20191.0,5.73607954545,16671.0,4.74,10,fail
Podan2,Podan2,Podospora anserina S mat+,Podan2_AssemblyScaffolds.fasta.gz,Podan2_GeneCatalog_genes_20140114.gff.gz,Podan2.filtered_proteins.GenoscopeModels.gff3.gz,52.2,1520.0,3669.0,2.41381578947,2147.0,1.41,3520.0,20191.0,5.73607954545,16671.0,4.74,7,fail
Polar1,Polar1,Polyporus arcularius v1.0,Polar1_AssemblyScaffolds.fasta.gz,Polar1_GeneCatalog_genes_20130201.gff.gz,Polar1.filtered_proteins.FilteredModels1.gff3.gz,57.0,17525.0,92365.0,5.27047075606,74840.0,4.27,17525.0,92365.0,5.27047075606,74840.0,4.27,0,pass
Polbr1,Polbr1,Polyporus brumalis BRFM 1820 v1.0,Polbr1_AssemblyScaffolds.fasta.gz,Polbr1_GeneCatalog_genes_20150501.gff.gz,,57.1,,,,,,18244.0,95515.0,5.23541986406,77271.0,4.24,0,pass
Polci1,Polci1,Polychaeton citri v1.0,Polci1_AssemblyScaffolds.fasta.gz,Polci1_GeneCatalog_genes_20130311.gff.gz,Polci1.filtered_proteins.FilteredModels1.gff3.gz,51.5,10582.0,22439.0,2.12048762049,11857.0,1.12,10582.0,22439.0,2.12048762049,11857.0,1.12,0,pass
Polfu1,Polfu1,Polyplosphaeria fusca CBS 125425 v1.0,Polfu1_AssemblyScaffolds.fasta.gz,Polfu1_GeneCatalog_genes_20140813.gff.gz,,53.3,,,,,,15194.0,40882.0,2.6906673687,25688.0,1.69,0,pass
Pospl1,Pospl1,,,Pospl1.filtered_proteins.FrozenGeneCatalog_20090305.gff3.gz,,,,,,,,15194.0,40882.0,2.6906673687,25688.0,1.69,0,
PosplRSB12_1,PosplRSB12_1,Postia placenta MAD-698-R-SB12 v1.0,PosplRSB12_1_AssemblyScaffolds.fasta.gz,PosplRSB12_1_GeneCatalog_genes_20111103.gff.gz,PosplRSB12_1.filtered_proteins.FilteredModels1.gff3.gz,53.8,12541.0,78157.0,6.23211865083,65610.0,5.23,12541.0,78157.0,6.23211865083,65616.0,5.23,3,pass
Psean1_1,Psean1_1,Pseudozyma antarctica T-34,Psean1_1_AssemblyScaffolds.fasta.gz,Psean1_1_GeneCatalog_genes_20140109.gff.gz,Psean1_1.filtered_proteins.ExternalModels.gff3.gz,61.1,6640.0,11452.0,1.72469879518,4812.0,0.72,6640.0,11452.0,1.72469879518,4812.0,0.72,0,pass
Psehu1,Psehu1,Pseudozyma hubeiensis SY62,Psehu1_AssemblyScaffolds.fasta.gz,Psehu1_GeneCatalog_genes_20130926.gff.gz,Psehu1.filtered_proteins.ExternalModels.gff3.gz,56.5,7472.0,10953.0,1.46587259101,3481.0,0.47,7472.0,10953.0,1.46587259101,3481.0,0.47,0,pass
Psehy1,Psehy1,Pseudovirgaria hyperparasitica CBS 121739 v1.0,Psehy1_AssemblyScaffolds.fasta.gz,Psehy1_GeneCatalog_genes_20140829.gff.gz,,47.5,,,,,,11232.0,30682.0,2.73165954416,19450.0,1.73,0,pass
Pucgr1,Pucgr1,Puccinia graminis,Puccinia_graminis.unmasked.fasta.gz,,Pucgr1.filtered_proteins.BroadModels1.gff3.gz,43.4,684.0,3301.0,4.82602339181,2617.0,3.83,,,,,,0,fail
Pucst1,Pucst1,Puccinia striiformis f. sp. tritici PST-130 ,Pucst1_AssemblyScaffolds.fasta.gz,Pucst1_GeneCatalog_genes_20130920.gff.gz,Pucst1.filtered_proteins.ExternalModels.gff3.gz,44.4,,,,,,18021.0,68760.0,3.81554852672,50739.0,2.82,61,pass
Punst1,Punst1,Punctularia strigosozonata v1.0,Punst1_AssemblyScaffolds.fasta.gz,Punst1_GeneCatalog_genes_20101026.gff.gz,Punst1.filtered_proteins.FilteredModels1.gff3.gz,55.2,11538.0,71843.0,6.22664239903,60304.0,5.23,11538.0,71843.0,6.22664239903,60305.0,5.23,9,pass
Pycci1,Pycci1,Pycnoporus cinnabarinus BRFM 137,Pycci1_AssemblyScaffolds.fasta.gz,Pycci1_GeneCatalog_genes_20140109.gff.gz,Pycci1.filtered_proteins.ExternalModels.gff3.gz,55.7,10442.0,61298.0,5.87033135415,50856.0,4.87,10442.0,61298.0,5.87033135415,50856.0,4.87,0,fail
Pycco1,Pycco1,Pycnoporus coccineus BRFM 310 v1.0,Pycco1_AssemblyScaffolds.fasta.gz,Pycco1_GeneCatalog_genes_20140114.gff.gz,,56.6,,,,,,12690.0,74658.0,5.88321513002,61968.0,4.88,46,pass
Pycco1662_1,Pycco1662_1,Pycnoporus coccineus CIRM1662,Pycco1662_1_AssemblyScaffolds.fasta.gz,Pycco1662_1_GeneCatalog_genes_20140607.gff.gz,Pycco1662_1.filtered_proteins.FilteredModels1.gff3.gz,56.5,12798.0,74601.0,5.82911392405,61803.0,4.83,12798.0,74601.0,5.82911392405,61803.0,4.83,46,pass
Pycsa1,Pycsa1,Pycnoporus sanguineus BRFM 1264 v1.0,Pycsa1_AssemblyScaffolds.fasta.gz,Pycsa1_GeneCatalog_genes_20140123.gff.gz,,56.6,,,,,,14165.0,79114.0,5.58517472644,64949.0,4.59,16,pass
Pyrco1,Pyrco1,Pyronema confluens CBS100304,Pyrco1_AssemblyScaffolds.fasta.gz,Pyrco1_GeneCatalog_genes_20131110.gff.gz,Pyrco1.filtered_proteins.ExternalModels.gff3.gz,47.8,13367.0,35901.0,2.68579337174,22534.0,1.69,13367.0,35901.0,2.68579337174,22534.0,1.69,6,pass
Pyrsp1,Pyrsp1,Pyrenochaeta sp. DS3sAY3a v1.0,Pyrsp1_AssemblyScaffolds.fasta.gz,Pyrsp1_GeneCatalog_genes_20141006.gff.gz,,51.2,,,,,,14995.0,41170.0,2.74558186062,26175.0,1.75,0,pass
Pyrtr1,Pyrtr1,Pyrenophora tritici-repentis,Pyrenophora_tritici_repentis_unmasked_assembly.fasta.gz,,Pyrtr1.filtered_proteins.broadModels.gff3.gz,51.0,12141.0,32671.0,2.69096450045,20530.0,1.69,,,,,,0,pass
Pyrtt1,Pyrtt1,Pyrenophora teres f. teres,Pyrtt1_AssemblyScaffolds.fasta.gz,Pyrtt1_GeneCatalog_genes_20110408.gff.gz,Pyrtt1.filtered_proteins.ExternalModels.gff3.gz,50.9,11799.0,29546.0,2.50411051784,17747.0,1.5,11799.0,29546.0,2.50411051784,17747.0,1.5,0,pass
Ramac1,Ramac1,Ramaria rubella (R. acris) UT-36052-T v1.0,Ramac1_AssemblyScaffolds.fasta.gz,Ramac1_GeneCatalog_genes_20140310.gff.gz,Ramac1.filtered_proteins.FilteredModels5.gff3.gz,45.8,19287.0,106579.0,5.52595012184,87291.0,4.53,19287.0,106579.0,5.52595012184,87292.0,4.53,0,fail
Rambr1,Rambr1,Ramicandelaber brevisporus CBS 109374 v1.0,Rambr1_AssemblyScaffolds.fasta.gz,Rambr1_GeneCatalog_genes_20140929.gff.gz,,49.0,,,,,,9281.0,13710.0,1.47721150738,4429.0,0.48,0,pass
Rhich1,Rhich1,Rhizopus microsporus var. chinensis CCTCC M201021,Rhich1_AssemblyScaffolds.fasta.gz,Rhich1_GeneCatalog_genes_20131210.gff.gz,Rhich1.filtered_proteins.ExternalModels.gff3.gz,36.9,17676.0,80150.0,4.53439692238,62474.0,3.53,17676.0,80150.0,4.53439692238,62474.0,3.53,0,pass
Rhier1,Rhier1,Rhizoscyphus ericae UAMH 7357 v1.0,Rhier1_AssemblyScaffolds.fasta.gz,Rhier1_GeneCatalog_genes_20141012.gff.gz,,41.5,,,,,,16784.0,50616.0,3.01572926597,33832.0,2.02,0,pass
Rhili1,Rhili1,Rhizodiscina lignyota CBS 133067 v1.0,Rhili1_AssemblyScaffolds.fasta.gz,Rhili1_GeneCatalog_genes_20150422.gff.gz,,51.0,,,,,,12801.0,36263.0,2.8328255605,23462.0,1.83,1,pass
Rhimi1_1,Rhimi1_1,Rhizopus microsporus var. microsporus ATCC52813 v1.0,Rhimi1_1_AssemblyScaffolds.fasta.gz,Rhimi1_1_GeneCatalog_genes_20130624.gff.gz,Rhimi1_1.filtered_proteins.FilteredModels2.gff3.gz,37.5,10905.0,43961.0,4.03127005961,33056.0,3.03,10905.0,43961.0,4.03127005961,33056.0,3.03,0,fail
Rhimi_ATCC11559_1,Rhimi_ATCC11559_1,Rhizopus microsporus ATCC11559 v1.0,Rhimi_ATCC11559_1_AssemblyScaffolds.fasta.gz,Rhimi_ATCC11559_1_GeneCatalog_genes_20150408.gff.gz,,37.2,,,,,,11355.0,45000.0,3.96301188904,33645.0,2.96,0,fail
Rhimi_ATCC52814_1,Rhimi_ATCC52814_1,Rhizopus microsporus var. microsporus ATCC52814 v1.0,Rhimi_ATCC52814_1_AssemblyScaffolds.fasta.gz,Rhimi_ATCC52814_1_GeneCatalog_genes_20150309.gff.gz,,37.4,,,,,,11502.0,44229.0,3.84533124674,32727.0,2.85,0,pass
Rhior3,Rhior3,Rhizopus oryzae 99-880 from Broad,Rhior3_scaffolds.fasta.gz,,Rhior3.filtered_proteins.BroadGene.gff3.gz,35.6,17467.0,57981.0,3.3194595523,40514.0,2.32,,,,,,4,pass
Rhisa1,Rhisa1,Rhizopogon salebrosus TDB-379 v1.0,Rhisa1_AssemblyScaffolds.fasta.gz,Rhisa1_GeneCatalog_genes_20141012.gff.gz,,48.8,,,,,,18900.0,94326.0,4.99079365079,75426.0,3.99,0,fail
Rhiso1,Rhiso1,Rhizoctonia solani AG-1 IB,Rhiso1_AssemblyScaffolds.fasta.gz,Rhiso1_GeneCatalog_genes_20131028.gff.gz,Rhiso1.filtered_proteins.ExternalModels.gff3.gz,48.1,15157.0,88436.0,5.83466385169,73279.0,4.83,15157.0,88436.0,5.83466385169,73279.0,4.83,15,pass
Rhivi1,Rhivi1,Rhizopogon vinicolor AM-OR11-026 v1.0,Rhivi1_AssemblyScaffolds.fasta.gz,Rhivi1_GeneCatalog_genes_20140605.gff.gz,Rhivi1.filtered_proteins.FilteredModels1.gff3.gz,48.2,14469.0,80703.0,5.57764876633,66233.0,4.58,14469.0,80703.0,5.57764876633,66234.0,4.58,1,pass
Rhoba1_1,Rhoba1_1,Rhodotorula graminis strain WP1 v1.1,Rhoba1_1_AssemblyScaffolds.fasta.gz,Rhoba1_1_GeneCatalog_genes_20100913.gff.gz,Rhoba1_1.filtered_proteins.FilteredModels2.gff3.gz,67.8,7283.0,45433.0,6.23822600577,38150.0,5.24,7283.0,45433.0,6.23822600577,38150.0,5.24,0,pass
Rhodsp1,Rhodsp1,Microstromatales sp. MCA 4718 v1.0,Rhodsp1_AssemblyScaffolds.fasta.gz,Rhodsp1_GeneCatalog_genes_20150111.gff.gz,,56.4,,,,,,6681.0,17455.0,2.6126328394,10774.0,1.61,0,fail
Rhomi1,Rhomi1,Rhodotorula minuta MCA 4210 v1.0,Rhomi1_MitoScaffolds.fasta.gz,Rhomi1_GeneCatalog_genes_20140320.gff.gz,Rhomi1.filtered_proteins.FilteredModels1.gff3.gz,40.7,7814.0,43865.0,5.6136421807,36051.0,4.61,7814.0,43865.0,5.6136421807,36051.0,4.61,0,fail
Rhosp1,Rhosp1,Rhodotorula sp. JG-1b,Rhosp1_AssemblyScaffolds.fasta.gz,Rhosp1_GeneCatalog_genes_20140409.gff.gz,,60.6,,,,,,6680.0,42063.0,6.29685628743,35383.0,5.3,0,pass
Rhoto1,Rhoto1,Rhodosporidium toruloides NP11,Rhoto1_AssemblyScaffolds.fasta.gz,Rhoto1_GeneCatalog_genes_20141208.gff.gz,,62.0,,,,,,8140.0,50966.0,6.26117936118,42826.0,5.26,3,pass
Rhyru1_1,Rhyru1_1,Rhytidhysteron rufulum,Rhyru1_1_AssemblyScaffolds.fasta.gz,Rhyru1_1_GeneCatalog_genes_20150204.gff.gz,,47.9,,,,,,12117.0,38327.0,3.16307666914,26210.0,2.16,0,pass
Ricme1,Ricme1,Peniophora aff. cinerea v1.0,Ricme1_AssemblyScaffolds.fasta.gz,Ricme1_GeneCatalog_genes_20130412.gff.gz,Ricme1.filtered_proteins.FilteredModels1.gff3.gz,54.3,18952.0,94316.0,4.97657239341,75364.0,3.98,18952.0,94316.0,4.97657239341,75364.0,3.98,0,pass
Rozal1_1,Rozal1_1,Rozella allomycis CSF55,Rozal1_1_AssemblyScaffolds.fasta.gz,Rozal1_1_GeneCatalog_genes_20140111.gff.gz,Rozal1_1.filtered_proteins.ExternalModels.gff3.gz,34.8,6350.0,26973.0,4.24771653543,20623.0,3.25,6350.0,26973.0,4.24771653543,20623.0,3.25,0,pass
Rutfi1,Rutfi1,Rutstroemia firma CBS 115.86 v1.0,Rutfi1_AssemblyScaffolds.fasta.gz,Rutfi1_GeneCatalog_genes_20150501.gff.gz,,42.2,,,,,,13359.0,39555.0,2.96092521895,26196.0,1.96,0,fail
Sacce1,Sacce1,Saccharomyces cerevisiae S288C,Sacce1_AssemblyScaffolds.fasta.gz,Sacce1_GeneCatalog_genes_20101210.gff.gz,Sacce1.filtered_proteins.ExternalModels.gff3.gz,38.3,6575.0,6860.0,1.0433460076,285.0,0.04,6575.0,6860.0,1.0433460076,285.0,0.04,3766,pass
SacceM3707_1,SacceM3707_1,Saccharomyces cerevisiae M3707 Dikaryon,SacceM3707_1_AssemblyScaffolds.fasta.gz,SacceM3707_1_GeneCatalog_genes_20120712.gff.gz,SacceM3707_1.filtered_proteins.FilteredModels1.gff3.gz,38.2,5974.0,6492.0,1.08670907265,500.0,0.08,5974.0,6492.0,1.08670907265,518.0,0.09,3766,pass
SacceM3836_1,SacceM3836_1,Saccharomyces cerevisiae M3836 v1.0,SacceM3836_1_AssemblyScaffolds.fasta.gz,SacceM3836_1_GeneCatalog_genes_20120712.gff.gz,SacceM3836_1.filtered_proteins.FilteredModels1.gff3.gz,38.3,5984.0,6500.0,1.08622994652,494.0,0.08,5984.0,6500.0,1.08622994652,516.0,0.09,3766,pass
SacceM3837_1,SacceM3837_1,Saccharomyces cerevisiae M3837 v1.0,SacceM3837_1_AssemblyScaffolds.fasta.gz,SacceM3837_1_GeneCatalog_genes_20120713.gff.gz,SacceM3837_1.filtered_proteins.FilteredModels1.gff3.gz,38.2,5969.0,6498.0,1.08862456023,508.0,0.09,5969.0,6498.0,1.08862456023,529.0,0.09,3766,pass
SacceM3838_1,SacceM3838_1,Saccharomyces cerevisiae M3838 v1.0,SacceM3838_1_AssemblyScaffolds.fasta.gz,SacceM3838_1_GeneCatalog_genes_20120714.gff.gz,SacceM3838_1.filtered_proteins.FilteredModels1.gff3.gz,38.2,5991.0,6519.0,1.0881321983,511.0,0.09,5991.0,6519.0,1.0881321983,528.0,0.09,3766,fail
SacceM3839_1,SacceM3839_1,Saccharomyces cerevisiae M3839 v1.0,SacceM3839_1_AssemblyScaffolds.fasta.gz,SacceM3839_1_GeneCatalog_genes_20120714.gff.gz,SacceM3839_1.filtered_proteins.FilteredModels1.gff3.gz,38.2,5989.0,6527.0,1.08983135749,520.0,0.09,5989.0,6527.0,1.08983135749,538.0,0.09,3766,pass
SacceYB210_1,SacceYB210_1,Saccharomyces cerevisiae YB210 Standard Draft,SacceYB210_1_AssemblyScaffolds.fasta.gz,SacceYB210_1_GeneCatalog_genes_20130329.gff.gz,SacceYB210_1.filtered_proteins.FilteredModels1.gff3.gz,38.2,5994.0,7176.0,1.1971971972,1182.0,0.2,5994.0,7176.0,1.1971971972,1182.0,0.2,3766,pass
Sacpr1,Sacpr1,Saccharata proteae CBS 121410 v1.0,Sacpr1_AssemblyScaffolds.fasta.gz,Sacpr1_GeneCatalog_genes_20140222.gff.gz,Sacpr1.filtered_proteins.FilteredModels1.gff3.gz,53.7,8081.0,24884.0,3.07932186611,16803.0,2.08,9234.0,28427.0,3.0785141867,19193.0,2.08,0,pass
Saico1,Saico1,Saitoella complicata NRRL Y-17804 v1.0,Saico1_AssemblyScaffolds.fasta.gz,Saico1_GeneCatalog_genes_20110913.gff.gz,Saico1.filtered_proteins.FilteredModels1.gff3.gz,52.6,7034.0,15698.0,2.23173158942,8663.0,1.23,7034.0,15698.0,2.23173158942,8664.0,1.23,0,pass
Sarco1,Sarco1,Sarcoscypha coccinea ATCC 58028 v1.0,Sarco1_AssemblyScaffolds.fasta.gz,Sarco1_GeneCatalog_genes_20150213.gff.gz,,51.7,,,,,,13738.0,40051.0,2.91534430048,26313.0,1.92,0,pass
Schco3,Schco3,Schizophyllum commune H4-8 v3.0,Schco3_AssemblyScaffolds.fasta.gz,Schco3_GeneCatalog_genes_20130812.gff.gz,Schco3.filtered_proteins.FilteredModels1.gff3.gz,57.5,16319.0,86053.0,5.27317850358,69734.0,4.27,16319.0,86053.0,5.27317850358,69734.0,4.27,35,pass
Schco_LoeD_1,Schco_LoeD_1,Schizophyllum commune Loenen D v1.0,Schco_LoeD_1_AssemblyScaffolds.fasta.gz,Schco_LoeD_1_GeneCatalog_genes_20130531.gff.gz,Schco_LoeD_1.filtered_proteins.FilteredModels2.gff3.gz,57.5,13827.0,76748.0,5.55058942648,62921.0,4.55,13827.0,76748.0,5.55058942648,62921.0,4.55,35,pass
Schco_TatD_1,Schco_TatD_1,Schizophyllum commune Tattone D v1.0,Schco_TatD_1_AssemblyScaffolds.fasta.gz,Schco_TatD_1_GeneCatalog_genes_20130515.gff.gz,Schco_TatD_1.filtered_proteins.FilteredModels1.gff3.gz,57.5,15199.0,80095.0,5.26975458912,64896.0,4.27,15199.0,80095.0,5.26975458912,64896.0,4.27,35,pass
Schcy1,Schcy1,Schizosaccharomyces cryophilus OY26,Schcy1_AssemblyScaffolds.fasta.gz,Schcy1_GeneCatalog_genes_20131210.gff.gz,Schcy1.filtered_proteins.BroadModels.gff3.gz,37.7,5180.0,11129.0,2.14845559846,5949.0,1.15,5180.0,11129.0,2.14845559846,5949.0,1.15,3,pass
Schja1,Schja1,Schizosaccharomyces japonicus yFS275,Schja1_AssemblyScaffolds.fasta.gz,Schja1_GeneCatalog_genes_20131031.gff.gz,Schja1.filtered_proteins.BroadModels.gff3.gz,43.8,4878.0,10266.0,2.10455104551,5388.0,1.1,4878.0,10266.0,2.10455104551,5388.0,1.1,9,pass
Schoc1,Schoc1,Schizosaccharomyces octosporus yFS286,Schoc1_AssemblyScaffolds.fasta.gz,Schoc1_GeneCatalog_genes_20131210.gff.gz,Schoc1.filtered_proteins.BroadModels.gff3.gz,37.5,4986.0,10519.0,2.1097071801,5533.0,1.11,4986.0,10519.0,2.1097071801,5533.0,1.11,2,pass
Schpa1,Schpa1,Schizopora paradoxa KUC8140 v1.0,Schpa1_AssemblyScaffolds.fasta.gz,Schpa1_GeneCatalog_genes_20131225.gff.gz,Schpa1.filtered_proteins.FilteredModels1.gff3.gz,49.4,17098.0,98823.0,5.77979880688,81725.0,4.78,17098.0,98823.0,5.77979880688,81725.0,4.78,1,pass
Schpo1,Schpo1,Schizosaccharomyces pombe,Schpo1_AssemblyScaffolds.fasta.gz,Schpo1_GeneCatalog_genes_20130111.gff.gz,Schpo1.filtered_proteins.ExternalModels.gff3.gz,36.0,5134.0,10439.0,2.03330736268,5305.0,1.03,5134.0,10439.0,2.03330736268,5305.0,1.03,498,pass
Sclci1,Sclci1,Scleroderma citrinum Foug A v1.0,Sclci1_AssemblyScaffolds.fasta.gz,Sclci1_GeneCatalog_genes_20120626.gff.gz,Sclci1.filtered_proteins.FilteredModels1.gff3.gz,48.6,21012.0,90943.0,4.32814582144,69912.0,3.33,21012.0,90943.0,4.32814582144,69931.0,3.33,0,pass
Sclsc1,Sclsc1,Sclerotinia sclerotiorum v1.0,Sclsc1_AssemblyScaffolds.fasta.gz,Sclsc1_GeneCatalog_genes_20110903.gff.gz,Sclsc1.filtered_proteins.ExternalModels.gff3.gz,41.8,14503.0,40568.0,2.79721436944,26065.0,1.8,14503.0,40568.0,2.79721436944,26065.0,1.8,5,pass
Sebve1,Sebve1,Sebacina vermifera MAFF 305830 v1.0,Sebve1_AssemblyScaffolds.fasta.gz,Sebve1_GeneCatalog_genes_20120626.gff.gz,Sebve1.filtered_proteins.FilteredModels1.gff3.gz,48.9,15312.0,75701.0,4.94390020899,60384.0,3.94,15312.0,75701.0,4.94390020899,60389.0,3.94,6,pass
Sepmu1,Sepmu1,Septoria musiva SO2202 v1.0,Sepmu1_AssemblyScaffolds.fasta.gz,Sepmu1_GeneCatalog_genes_20100915.gff.gz,Sepmu1.filtered_proteins.FilteredModels1.gff3.gz,51.1,10233.0,24925.0,2.43574709274,14689.0,1.44,10233.0,24925.0,2.43574709274,14692.0,1.44,3,pass
Seppo1,Seppo1,Septoria populicola v1.0,Seppo1_AssemblyScaffolds.fasta.gz,Seppo1_GeneCatalog_genes_20110720.gff.gz,Seppo1.filtered_proteins.FilteredModels1.gff3.gz,50.3,2369.0,6117.0,2.58210215281,3720.0,1.57,9739.0,24641.0,2.53013656433,14902.0,1.53,3,pass
Sepsp1,Sepsp1,Septobasidium sp. PNB30-8B v1.0,Sepsp1_AssemblyScaffolds.fasta.gz,Sepsp1_GeneCatalog_genes_20150424.gff.gz,,58.1,,,,,,10893.0,57340.0,5.26393096484,46447.0,4.26,0,pass
SerlaS7_3_2,SerlaS7_3_2,Serpula lacrymans S7.3 v2.0,Serpula_lacrymans_S7_3_v2.unmasked.fasta.gz,,SerlaS7_3_2.filtered_proteins.FilteredModels1.gff3.gz,45.3,14495.0,76165.0,5.25457054157,61667.0,4.25,,,,,,1,pass
SerlaS7_9_2,SerlaS7_9_2,Serpula lacrymans S7.9 v2.0,SerlaS7_9_2_AssemblyScaffolds.fasta.gz,SerlaS7_9_2_GeneCatalog_genes_20120319.gff.gz,SerlaS7_9_2.filtered_proteins.FilteredModels1.gff3.gz,45.3,12789.0,73301.0,5.73156618969,60512.0,4.73,12789.0,73301.0,5.73156618969,60512.0,4.73,1,pass
Serla_varsha1,Serla_varsha1,Serpula lacrymans var shastensis SHA21-2 v1.0,Serla_varsha1_AssemblyScaffolds.fasta.gz,Serla_varsha1_GeneCatalog_genes_20110916.gff.gz,Serla_varsha1.filtered_proteins.FilteredModels1.gff3.gz,44.5,13805.0,75115.0,5.44114451286,61308.0,4.44,13805.0,75115.0,5.44114451286,61310.0,4.44,1,pass
Setho1,Setho1,Setomelanomma holmii CBS 110217 v1.0,Setho1_AssemblyScaffolds.fasta.gz,Setho1_GeneCatalog_genes_20150424.gff.gz,,52.0,,,,,,14389.0,38629.0,2.68462019598,24240.0,1.68,0,pass
Settu1,Settu1,Setosphaeria turcica Et28A v1.0,Settu1_AssemblyScaffolds.fasta.gz,Settu1_GeneCatalog_genes_20110305.gff.gz,Settu1.filtered_proteins.FilteredModels1.gff3.gz,51.4,11702.0,31062.0,2.6544180482,19360.0,1.65,11702.0,31062.0,2.6544180482,19360.0,1.65,27,fail
Sisbr1,Sisbr1,Lentinus tigrinus v1.0,Sisbr1_AssemblyScaffolds.fasta.gz,Sisbr1_GeneCatalog_genes_20130805.gff.gz,Sisbr1.filtered_proteins.FilteredModels1.gff3.gz,56.1,15653.0,87180.0,5.56953938542,71527.0,4.57,15653.0,87180.0,5.56953938542,71527.0,4.57,2,fail
Sisni1,Sisni1,Sistotremastrum niveocremeum HHB9708 ss-1 1.0,Sisni1_AssemblyScaffolds.fasta.gz,Sisni1_GeneCatalog_genes_20130806.gff.gz,Sisni1.filtered_proteins.FilteredModels1.gff3.gz,49.2,13080.0,77886.0,5.95458715596,64806.0,4.95,13080.0,77886.0,5.95458715596,64806.0,4.95,0,pass
Sissu1,Sissu1,Sistotremastrum suecicum v1.0,Sissu1_AssemblyScaffolds.fasta.gz,Sissu1_GeneCatalog_genes_20130130.gff.gz,Sissu1.filtered_proteins.FilteredModels1.gff3.gz,49.3,13657.0,77892.0,5.70344878084,64235.0,4.7,13657.0,77892.0,5.70344878084,64235.0,4.7,0,pass
Sodal1,Sodal1,Sodiomyces alkalinus v1.0,Sodal1_AssemblyScaffolds.fasta.gz,Sodal1_GeneCatalog_genes_20130716.gff.gz,,48.9,,,,,,11662.0,35975.0,3.08480535071,24313.0,2.08,0,pass
Spapa3,Spapa3,Spathaspora passalidarum NRRL Y-27907 v2.0,Spapa3_genomic_scaffolds.fasta.gz,,Spapa3.filtered_proteins.FilteredModels1.gff3.gz,37.4,5983.0,7207.0,1.20457964232,1223.0,0.2,,,,,,2,pass
Sphst1,Sphst1,Sphaerobolus stellatus v1.0,Sphst1_AssemblyScaffolds.fasta.gz,Sphst1_GeneCatalog_genes_20120430.gff.gz,Sphst1.filtered_proteins.FilteredModels1.gff3.gz,44.4,35274.0,164620.0,4.66689346261,129318.0,3.67,35274.0,164620.0,4.66689346261,129346.0,3.67,1,pass
Spofi1,Spofi1,Sporormia fimetaria v1.0,Spofi1.draft.mito.scaffolds.fasta.gz,Spofi1_GeneCatalog_genes_20130818.gff.gz,Spofi1.filtered_proteins.FilteredModels1.gff3.gz,53.8,10783.0,29109.0,2.69952703329,18326.0,1.63,10783.0,29109.0,2.69952703329,18326.0,1.63,1,fail
Spoli1,Spoli1,Sporobolomyces linderae CBS 7893 v1.0,Spoli1_MitoScaffolds.fasta.gz,Spoli1_GeneCatalog_genes_20140310.gff.gz,Spoli1.filtered_proteins.FilteredModels1.gff3.gz,30.5,9062.0,56698.0,6.25667623041,47636.0,5.26,9062.0,56698.0,6.25667623041,47636.0,5.26,0,fail
